subject,session,window_start_sec,window_end_sec,t_sec,ear,pitch,yaw,p_v,p_p,kss,y_binary
Q,A,510.0,570.0,540.0,0.25407997553386497,-11.83431007831407,67.05201978186106,0.62,0.42,3.0,0
Q,A,540.0,600.0,570.0,0.2511589435989315,-11.588815074177326,66.7044374634762,0.79,0.15333333333333332,3.0,0
Q,D,60.0,120.0,90.0,0.24815596441805235,-13.225000448505563,54.012511564358086,0.21,0.6433333333333333,6.0,1
Q,D,90.0,150.0,120.0,0.24633831756612817,-17.67215741225487,63.359760216350175,0.44,0.55,6.0,1
Q,D,120.0,180.0,150.0,0.20852097553672155,-6.768544515049158,23.142439897141124,0.14,0.5366666666666666,6.0,1
Q,D,210.0,270.0,240.0,0.16077940638914537,17.938951612431165,-65.15222317738318,0.97,0.28,7.0,1
R,A,0.0,60.0,30.0,0.2585052159306757,1.2746020857951899,-41.86389897589125,0.61,0.26666666666666666,2.0,0
R,A,30.0,90.0,60.0,0.26049338149859863,1.3479818415362932,-42.85788798531196,0.71,0.26,1.0,0
R,A,120.0,180.0,150.0,0.24794005679311198,2.8859961528260856,-23.161178645554887,0.66,0.2866666666666667,1.0,0
R,A,150.0,210.0,180.0,0.26905208104247025,2.407630792722849,-31.780429956731773,0.63,0.21333333333333335,1.0,0
R,A,180.0,240.0,210.0,0.26173902671364613,0.6322439952187805,-46.94398178255713,0.37,0.24,1.0,0
R,A,270.0,330.0,300.0,0.2355017207085068,2.4001632979719787,-5.276627152858281,0.63,0.24333333333333335,2.0,0
R,A,300.0,360.0,330.0,0.22628828601157083,4.232616150068226,-11.042030249354683,0.7,0.45,2.0,0
R,A,330.0,390.0,360.0,0.21579074392953046,1.4848707046327396,-28.724805005870177,0.3,0.39666666666666667,2.0,0
R,A,360.0,420.0,390.0,0.21598143824456342,0.41260977666872006,-33.72214894118988,0.34,0.3,2.0,0
R,A,390.0,450.0,420.0,0.2381101000787794,1.3173675234631583,-39.761115010303506,0.32,0.4,3.0,0
R,A,450.0,510.0,480.0,0.21465812348711397,0.3789416548127685,-49.65440952309671,0.16,0.31,4.0,0
R,A,480.0,540.0,510.0,0.21212948912313961,-0.6608105320107545,-54.523266995532396,0.59,0.22,4.0,0
R,A,510.0,570.0,540.0,0.23260311346001944,-1.7056454067623883,-42.96620129891965,0.35,0.35333333333333333,4.0,0
R,A,540.0,600.0,570.0,0.24836414241903518,-0.23076057948908998,-28.62796086123124,0.2,0.38,4.0,0
R,D,60.0,120.0,90.0,0.25504444054027975,1.192458290976997,-28.231859015992047,0.45,0.37666666666666665,7.0,1
R,D,180.0,240.0,210.0,0.26545780042499306,1.5924431256607081,-25.992137751614234,0.75,0.5533333333333333,7.5,1
R,D,210.0,270.0,240.0,0.264235635059719,-0.920590747742668,-35.64829922561752,0.37,0.4,8.0,1
R,D,240.0,300.0,270.0,0.2582392909499764,-3.4462183952338,-48.63545447106921,0.52,0.47333333333333333,8.0,1
R,D,270.0,330.0,300.0,0.2626490463162493,-0.7527895417754945,-23.302292903373665,0.32,0.46,8.0,1
R,D,300.0,360.0,330.0,0.2640595487867309,-0.6361256827607509,-24.16973434133222,0.36,0.5,8.0,1
R,D,330.0,390.0,360.0,0.23837385188699178,-2.929118986335305,-54.93263934846086,0.03,0.6633333333333333,8.0,1
R,D,360.0,420.0,390.0,0.22806340500465966,-4.18533606526795,-54.25490394038336,0.25,0.61,8.0,1
R,D,390.0,450.0,420.0,0.24468752848131484,-3.989069168015334,-47.012230623142386,0.47,0.4766666666666667,9.0,1
R,D,420.0,480.0,450.0,0.26104874116034804,-0.9939364126295369,-25.21440433299238,0.29,0.26666666666666666,9.0,1
R,D,450.0,510.0,480.0,0.26374794838189275,0.9475165012688905,-13.102021342464061,0.49,0.73,9.0,1
R,D,480.0,540.0,510.0,0.24852562130702252,1.194731694737846,-24.965589755108915,0.42,0.5233333333333333,9.0,1
R,D,510.0,570.0,540.0,0.2490312307702904,-1.9990973495781212,-25.949451745471986,0.38,0.54,9.0,1
R,D,540.0,600.0,570.0,0.25364746031189866,-2.8709235764395142,-27.819062820953175,0.47,0.4866666666666667,9.0,1
S,A,180.0,240.0,210.0,0.2573150512157734,1.847838870442876,64.43395359152298,0.6,0.6133333333333333,2.0,0
S,A,240.0,300.0,270.0,0.2774054193078964,0.9847437079747678,57.36085888429493,0.07,0.7,2.0,0
S,A,270.0,330.0,300.0,0.2721371491809824,0.6657905898937162,63.927341420920975,0.23,0.6333333333333333,2.0,0
S,A,300.0,360.0,330.0,0.2770180110504886,0.266626177850181,63.008865532720755,0.02,0.62,2.0,0
S,A,330.0,390.0,360.0,0.2737738882988772,0.265659154641012,56.54974925845199,0.4,0.7266666666666667,2.0,0
S,A,360.0,420.0,390.0,0.27030610923038834,0.34346389660361765,51.10411024161117,0.45,0.39666666666666667,2.0,0
S,A,390.0,450.0,420.0,0.28524841641692333,1.4440743783553638,36.51850871274124,0.3,0.16666666666666666,3.0,0
S,A,420.0,480.0,450.0,0.2951570757590799,2.351849670971842,23.32175502793264,0.2,0.35333333333333333,3.0,0
S,A,450.0,510.0,480.0,0.2842291107149921,1.7559904426425912,19.51544495392854,0.49,0.38666666666666666,3.0,0
S,A,480.0,540.0,510.0,0.28087371807447814,1.2955318896115606,24.62789797972338,0.35,0.5133333333333333,3.0,0
S,A,510.0,570.0,540.0,0.2811270669228264,1.0188357077489922,46.168185716151704,0.29,0.68,3.0,0
S,A,540.0,600.0,570.0,0.2837162876404606,0.9672351327028491,54.883025407816966,0.16,0.18666666666666668,3.0,0
S,D,30.0,90.0,60.0,0.29405536889704537,1.4963481644898238,62.11678023783006,0.05,0.5666666666666667,5.0,0
S,D,60.0,120.0,90.0,0.2973032891176874,3.0296565741881443,62.28456971346657,0.25,0.6366666666666667,5.0,0
S,D,90.0,150.0,120.0,0.3031629874543017,4.013666387173983,62.33305982585577,0.46,0.5866666666666667,6.0,1
S,D,120.0,180.0,150.0,0.32238821220656155,3.991669439365941,63.14170706770486,0.07,0.5366666666666666,6.0,1
S,D,150.0,210.0,180.0,0.3178671805964905,4.002646043540969,63.66752980390457,0.43,0.42,6.0,1
S,D,180.0,240.0,210.0,0.31111171684023464,4.510771977729322,63.19985573076087,0.34,0.49666666666666665,6.0,1
S,D,210.0,270.0,240.0,0.3174532800746883,5.187130858520005,62.8810637457834,0.29,0.4633333333333333,7.0,1
S,D,240.0,300.0,270.0,0.315314800520272,5.362369969711405,62.4120314083008,0.36,0.24,7.0,1
S,D,270.0,330.0,300.0,0.31004056828657617,2.6298835501230604,61.16438489817663,0.24,0.42,8.0,1
S,D,300.0,360.0,330.0,0.30336764107032205,0.7651877898700957,61.97730592236296,0.47,0.5466666666666666,8.0,1
S,D,330.0,390.0,360.0,0.31178500827145833,1.7128520961929357,52.41250231874797,0.26,0.44333333333333336,8.0,1
S,D,360.0,420.0,390.0,0.32032207317499034,2.5781876273478157,51.83306801363744,0.1,0.7,8.0,1
S,D,390.0,450.0,420.0,0.3157126760335235,3.6528772190526286,62.691908872645286,0.3,0.7933333333333333,8.0,1
S,D,420.0,480.0,450.0,0.31815949799561316,4.144826668558694,63.19308898620247,0.14,0.5433333333333333,8.0,1
S,D,450.0,510.0,480.0,0.31249831303904324,3.715168548988385,63.82220049175684,0.68,0.3933333333333333,9.0,1
S,D,480.0,540.0,510.0,0.3052240887112394,2.8684787218892445,61.05972848207129,0.59,0.5266666666666666,9.0,1
S,D,510.0,570.0,540.0,0.29624563316053126,2.2723007886682085,60.94558097790765,0.32,0.6733333333333333,9.0,1
S,D,540.0,600.0,570.0,0.2770830543971829,2.8079301477010516,64.27839686393236,0.61,0.42333333333333334,9.0,1
